data,label
组建了服务三峡工程的专业机构,1
采取多种形式为三峡工程服务,1
截止到目前,0
中保财产保险公司已为三峡工程一百三十四个工程项目、近百亿元工程投资提供保险服务,1
承保了西陵长江大桥、永久性船闸、一期土石围堰及导流明渠、对外专用公路、二期围堰、二期工程泄洪大坝和挡水大坝等大型项目,1
对发生的灾害事故及时进行补偿,1
据介绍,0
三峡工程二期工程主要包括泄洪大坝、厂房大坝及厂房等标段,1
三峡开发总公司在积极作好风险防范的同时,1
也十分注重向保险公司分散风险,1
根据今天签定的泄洪大坝及相关工程保险协议,0
若工程发生保险责任范围内的自然灾害或意外事故造成的经济损失,1
中保财产保险公司将按规定进行赔偿,1
今年以来,0
企业欠缴国家工商税款持续增加,1
直接危及到国家财政的平衡,1
对此,0
国家税务总局副局长卢仁法在接受记者采访时强调,0
依法纳税是每个纳税人应尽的义务,1
对那些没有任何正当理由长期欠缴国家税款的企业,0
税务部门将依照《征管法》的有关规定,1
对其采取税收保全措施,1
同时将阻止欠缴税款的纳税人出境,1
据卢仁法介绍,0
经过全国税务系统八十万干部的努力,0
今年全国工商税收收入任务已提前十一天超额完成,1
总体情况比较好,1
但企业欠缴税款的情况比较严重,1
尤其是企业欠缴增值税和消费税这“两税”的问题突出，严重影响了今年“两税”任务的完成,1
到十一月底,0
全国企业欠缴的工商税款累计达到了四百一十九亿元,1
其中欠缴国内增值税和消费税就达三百零七亿元,1
卢仁法要求各级税务部门必须严格执行《中华人民共和国税收征收管理法》的有关规定,1
对企业欠税一律加征滞纳金,1
对有特殊困难需要缓缴税款的企业,0
要依法从严审批,1
并在缓缴期满后即将税款补缴入库,1
绝不允许以困难为由长期拖欠国家税款,1
要将清理欠税与税收返还、出口退税、期初存货已征税款的抵扣等工作紧密结合起来,1
卢仁法特别强调,0
为保证税法的严肃性,1
对那些长期欠缴税款的企业,0
要依照《征管法》的规定,1
阻止企业领导人出境,1
同时要采取税收保全措施,1
即通知企业开户银行或其他金融机构暂停支付其相当于欠税额的存款；对那些没有正当理由,0
长期欠缴国家税款的纳税人,0
则要对其采取暂时扣押、查封其商品和财产的措施,1
在限期期满后仍没有缴纳税款的,0
要依法拍卖,1
据国家科委最近公布的全国科技进步统计监测综合评价结果表明,0
广东的科技综合实力排在上海、北京之后居全国第三位,1
科技产出指标居全国第一位,1
今年广东省专利申请量继续居全国各省市之首,1
从九十年代初,0
广东就把依靠科技进步作为推动全省经济发展的重要措施,1
并为此先后制定和颁发了四十多个保障科技发展的地方性科技政策法规和规章等,1
使全省在科技计划和项目管理、科技条件和经费管理、科技成果和奖励管理、科技机构和科技人员管理、技术市场和专利管理等方面,0
都有了一套比较完整的管理办法,1
广东省各级政府近几年不断加强对科技的投入,1
初步建立起多层次、多渠道的科技投入新体系,1
广东省建立了自然科学基金,1
每年投入在一亿元以上；省级用于新产品开发等科技三项经费每年以百分之十的速度增长,1
高于全省财政收入的增长速度,1
近年来,0
该省又建立了成果转化科技风险资金、科技创业投资资金和高新技术产业发展资金,1
一些市、县还设立科技发展基金等,1
这些基金和资金的投入,0
有力地支持了省重点实验室和各工程技术研究开发中心的建设,1
促进了科技成果的产业化,1
近年来,0
广东省以珠江三角洲为龙头,1
以电子信息、生物技术、新材料、机电一体化等七大高新技术领域为重点,1
大力推进高新技术产业的发展,1
这几年,0
全省共实施火炬计划项目七百八十四项,1
经省认定的高新技术企业达五百六十九家,1
在国家科委公布的第一、二批国家重点高新技术企业中,0
广东占了百分之二十,1
目前,0
广东已建立广州、中山、深圳等六个国家级的高新技术产业开发区和三个省级高新区,1
入区企业达二千五百八十家,1
其中高新技术企业三百一十五家,1
据统计,0
今年全省高新区的技工贸总收入、完成的工业总产值均比去年有较大幅度增长,1
记者从天津海关了解到,0
近日通用半导体（中国）有限公司等二十家外商投资企业通过天津海关的考核,1
成为享受海关优惠政策的保税工厂,1
至此,0
天津经济技术开发区已有九十九家外商投资企业成为保税工厂,1
据介绍,0
近年来天津海关积极与国际惯例接轨,1
从加强对企业宏观管理,0
优化通关环境,0
促进企业提高贸易效率出发,1
大力推广保税工程制度,1
经济技术开发区做为当地新的经济增长点,1
加工贸易发展迅速,1
目前已有二百二十家从事加工贸易的外资企业,1
保税工厂已占到企业总数的百分之四十一,1
逐步形成了涉及电子、化工、纺织、通讯以及汽车等行业的保税工厂体系,1
摩托罗拉、三星电子、雅马哈等都是其中的一员,1
据天津开发区海关官员介绍,0
保税工厂降低了贸易成本,1
提高了贸易效益,1
通用半导体（中国）有限公司成为保税工厂后,1
每天减少流动资金占用五十万美元,1
该公司介绍,0
在未来的五年内他们将追加投资九千万美元,1
届时,0
预计年产值可达三亿美元,1
中国企业状告美国第一国民银行赔偿一案,1
经上海市“段和段律师事务所”一年多的艰难诉讼,0
最近在美国新墨西哥州联邦地方法院达成调解协议,1
美国第一国民银行共赔偿三家中国企业一百八十五万五千美元,1
上海家用纺织品进出口公司一九九三年起与美国新墨西哥州商业资源公司建立贸易关系,1
双方同意采用银行托收的方式付款承兑商业票据,1
但美国第一国民银行私下一直将中国寄来的快件（其中包括提单等商业票据）无偿地递送给ＣＲ公司,1
ＣＲ公司在凭提单拿到货物后,0
拖延付货款或不付款,1
拖欠货款最高达一百八十五万美元,1
去年四月,0
ＣＲ公司开始了其破产程序,1
其所有资产的偿债率仅为百分之五,1
上海荣恒国际贸易进出口公司、浙江省嘉兴天发丝绸进出口公司与上述情况相似,1
因此,0
这三家企业聘请上海“段和段律师事务所”全权代理在美国的起诉、索赔等法律事务,1
经过一段时间的准备,0
留美硕士段祺华律师与新墨西哥州当地的律师正式向美国新墨西哥州联邦地方法院递交了状告美国第一国民银行的诉状,1
在庭审中,0
对方律师竟对中方托收银行寄送托受文件的事实全盘否认,1
段祺华律师和他的同事们为此又进行了艰苦的调查取证,1
终于取得了文件送递的快件号码和第一国民银行签收的证据,1
今年九月初,1
美国新墨西哥州联邦地方法院作出判决：原告提出的诉讼请求,0
事实清楚,1
证据充分；被告第一国民银行明显违反了美国商法典第四章和国际商会的第三二二条款,1
并确定该银行对上海家用纺织品进出口公司共三十一笔托收单据的款项承担全部责任,1
索赔一百八十五万美元,1
最终双方以一百七十万美元达成协议,1
同时,0
被告还以十五万五千美元的赔偿总额与上海荣恒国际贸易进出口公司以及浙江省嘉兴天发丝绸进出口公司达成调解协议,1
最近,0
“段和段律师事务所”已将总共一百八十五万五千美元的赔款,0
汇给这三家企业,1
据了解,0
上海市“段和段律师事务所”是由留美硕士段祺华律师在一九九三年回国创办的,1
近年来,0
这个律师事务所已在国际上打嬴了十余起涉外经济案件,1
为国内企业和公民追回赔款近千万美元,1
今年以来,0
中国经济强省江苏省进一步扩大开放,1
大力改善投资环境,1
使开放型经济实现了全面、快速发展,0
对外贸易、利用外资和对外经济技术合作,1
都获得了大幅度增长,1
江苏是中国第三大外贸口岸,1
对外贸易已连续多年以两位数快速增长,1
今年到十一月底,0
全省实现进出口额首次突破二百亿美元,1
达二百零二点一二亿美元,1
其中出口一百三十九点六亿美元,1
比去年同期分别增长百分之二十一点九三和百分之十七点九五,1
近年来,0
江苏省在对外开放中下大力气进一步改善投资环境,1
获得重大进展,1
增强了对外商投资的吸引力,1
据统计,0
近五年,0
江苏省通过政府投资、吸引外资和民间集资等多种渠道筹措资金,1
向能源、交通、通讯等基础设施领域投资八百多亿元人民币,1
建成一大批能源和交通通讯设施,1
随着南京禄口国际机场、徐州观音机场、南通兴东机场和沪宁高速公路以及宁通、宁连、宁徐、宁盐等一级公路的建成开通,0
全省形成了以南京为中心的海、陆、空现代化交通网络,1
投资环境的进一步改善,1
使外商对江苏的投资信心不断增强,1
投资规模不断扩大,1
一到十一月份,0
全省新批外商直接投资项目一千八百一十九个,1
协议外资七十六点九四亿美元,1
规模居全国第一位,1
今年以来,0
国际跨国公司继续踊跃投资,1
其中,0
一千万美元以上的大项目二百一十三个,1
协议外资五十九点三四亿美元,1
分别占总量的百分之十二点六和百分之八十二点四,1
特别是已办成的项目,1
外商纷纷追加投资,1
仅据二百三十四个项目统计,0
合同外资增资额即达十二点三四亿美元,1
分别比去年同期增加百分之二十六和百分之一百一十九,1
是近几年情况最好的,1
特别是中新合作开发的苏州工业园区、昆山经济技术开发区、张家港保税区等十一个国家级开发区,1
一直是外商投资的热点,1
今年吸引的外资占全省一半,1
江苏省对外经济技术合作事业今年继续保持旺盛的发展势头,1
一到十一月份,0
全省新签对外承包工程和劳务合作项目、实际完成的营业额以及在外劳务人数分别比去年同期增长百分之三十以上,1
广东省汕头市推进高新技术产业化,1
重点培育一批高附加值、高技术含量、有广阔市场前景的重大产业化项目,1
目前,0
高新技术已经成为汕头经济新的增长点,1
据汕头市科委主任张英强介绍,0
汕头市已经初步形成了一批高新技术产业和骨干企业,1
其中,0
已被广东省科委认定的高新技术企业二十家,1
超声、海洋两家集团公司已被国家科委认定为“全国首批国家重点高新技术企业集团”,1
电动汽车是中国“九五”期间（一九九六至二０００年）的重大科技产业化工程项目,1
国家把电动汽车运行试验示范区定点在汕头市南澳县,1
目前已开始在汕头和南澳县试运行,1
汕头市是中国五大经济特区之一,1
一九九三年以来,0
汕头市政府先后提出“科教兴市”和“创办科技型经济特区”的战略方针,1
颁布实施“科技攀登计划”,1
采取一系列措施加速科技进步,1
目前,0
科技进步对该市经济增长的贡献率达百分之四十点六,1
科技工作呈现良好的发展势头,1
汕头高新技术开发区建设初具规模,1
首期开发的一平方公里的东片区,0
已建成厂房面积二十五万平方米,1
在建厂房四十幢,1
电力开关站、保税区、科技宾馆等一批配套设施已相继建成,1
目前,0
进区高科技项目一百六十五项,1
协议总投资额六十二亿元人民币,1
其中外资占一半,1
入区企业一百二十二家,1
已有七十家拥有自己的产品,1
高新区建立三年来,0
技工贸总收入累计达三十三亿元,1
工业总产值为二十四亿元,1
出口创汇达六千多万美元,1
科技成果推广转化取得明显的成效,1
三年来,0
汕头市通过引进国内外科技成果进行开发应用,1
直接形成新产品、新材料、新工艺的项目近六百项,1
其中有直接经济效益的四百多项,1
创产值一百多亿元,1
创汇五亿多美元,1
培育高新技术企业技术创新机制,1
使企业成为技术开发和技术应用的主体,1
汕头超声仪器研究所,0
坚持走引进和自主研究开发相结合的路子,1
先后研究开发四十多项高新技术产品,1
年产值逾一亿元,1
被誉为“中华Ｂ超”的超声显像诊断仪远销欧美国家和其他地区,1
此外,0
具有现代化设施的汕头科技馆已于今年十一月竣工投入使用,1
它作为汕头市开展国内外科技交流、科技服务和科技开发等科技活动的重要基地,1
对促进高新技术与经济紧密结合将发挥重要的作用,1
陕西省将在明年春季“九八中国东西部合作与投资贸易洽谈会”上,0
推出一批国有小企业,1
面向国内外客商公开拍卖,1
这个省目前已制定优惠政策,1
鼓励省内外国有企业、集体企业、私营企业、民营科技企业、外资企业和社会自然人,0
以各种方式参与陕西国有小企业改革,1
鼓励国有小企业跨行业、跨地区、跨所有制寻找合作对象,1
主动与优势企业“联姻结亲”和互相兼并,1
陕西国有小企业占国有企业总数的九成以上,1
固定资产占国有企业的三成上,1
职工人数占总数的五成以上,1
陕西省提出,0
明年将全省国有小企业基本上放开搞活,1
日前出台的优惠政策包括,0
对有净资产、经营比较好的企业,0
企业资产出售给法人和社会自然人的,1
给予适当优惠；实行拍卖的,1
可减免有关税收；实行股份合作制改制的,0
国有净资产优先出售给本企业职工,1
企业产权转让的收入,0
除用于安置职工外,0
要集中起来再投资,1
经评估资债相当的企业,0
实行“零资产”出售,1
债随资走,1
出售给本企业全体职工的,0
企业所有制形式和职工身份同时改变,1
出售给法人和社会自然人接受职工安置的,0
买断国有职工工龄的费用,1
可采用减免地方税收的办法解决；不安置职工的,0
买断国有职工工龄的费用,1
按财务隶属关系,0
在国有净资产出售收入中支付,1
对资不抵债、濒临破产的企业,0
可以采取改组企业管理层、改变企业资产经营形式、引导企业组织结构调整等措施,1
予以重组,1
对救活无望的企业,0
坚决实行依法破产,1
破产时,0
资产变现的收入首先用于安置职工,1
不足部分用土地出让金弥补,1
股份合作制是放开国有小企业的重要形式,1
按此形式改制的企业可享受所得税超基数返还、不动产暂免征收营业税等优惠政策,1
实行兼并的,0
兼并方享受被并企业原有的政策性亏损补贴,1
也可用企业公积金补亏,1
不足部分可税前列支,1
改制企业的非银行债务,1
可将债权转为股权；缴纳税款有困难的,0
可实行“陈欠暂缓、新税不欠、挂税免罚、逐年缴清”,1
台湾经济学家侯家驹周一在台湾《经济日报》上发表了题为《三谈戒急用忍》的文章,1
指出台湾当局对台商投资祖国大陆采取“戒急用忍”的限制政策将产生诸多弊端,1
侯家驹指出,1
台湾当局说“戒急用忍”是限制大型企业赴祖国大陆投资，对中小企业并无影响，实则非然。目前，台湾当局把资本额在六千万元台币以下作为中小企业，而事实上台湾目前的中小企业大都具有相当的规模，仅以去年排名前十位的中小企业为例，其营业净收入最少的为三十三点六五亿元台币，最高者达一百亿元台币。显然，实行“戒急用忍”的政策,1
结果是平白地损失在祖国大陆的很多商机,1
侯家驹认为,0
“戒急用忍”的政策对于对祖国大陆的出口贸易也有影响,1
因为台湾对祖国大陆的出口中,0
有很大部分是由于台商在祖国大陆投资设厂而必须运去机器设备零组件及中间原材料的缘故,1
近年来,0
台湾从祖国大陆获得的贸易顺差累计已达八百亿美元,1
与台湾的外汇储备相差无几,1
在金融风暴未见缓和的今天,0
愈来愈凸显这一顺差的重要性,1
台湾岂能为了“戒急用忍”而降低对祖国大陆的出口？因为这将减少来自祖国大陆的贸易顺差,1
侯家驹指出,0
“戒急用忍”政策也阻碍了外商投资台湾,1
因为投资台湾的多数外商想借此方便与台资共同投资祖国大陆,1
因此,0
这一政策在阻碍本地企业发展的同时,1
也限制了外商投资台湾的意愿,1
据悉,0
侯家驹针对“戒急用忍”政策已先后在台湾报纸上发表了三篇文章,1
指出台湾当局这一错误的大陆经贸政策是违反“自由经济基本哲学”,1
希望能对台湾当局“晓以利害”,1
陕西省目前批准的外资项目已达二千四百多个,1
协议利用外资额四十多亿美元,1
实际引进外资超过十六亿美元,1
引进外资规模居中国西北五省区之首,1
从一九九三年起,0
陕西省对招商引资工作进行了政策调整,1
吸收外商投资由优惠政策导向向市场导向转变,1
确立了“以资源换技术，以产权换资金，以市场换项目，以存量换增量”的利用外资新思路,1
并制定了《陕西省利用外资实施办法》、《陕西省外商投资企业管理办法》、《保护外商投资企业合法权益六项规定》等文件,1
为引进外资工作在更高层次展开,0
提供了可靠的政策保证,1
同时,0
建立起了有外贸、工商、税务等有关部门参与的高效优质综合服务体系、投资者人身资产和收益安全保障体系、符合国际惯例的涉外法规体系和灵敏快捷的信息体系,1
大大提高了办事效率和工作质量,1
全省利用外资规模迅速扩大,1
陕西省日益改善的投资环境,0
吸引了大批外商前来投资办厂和洽谈生意,1
迄今为止,0
已有五十多个国家和地区的投资商在陕西开办了企业,1
美国英特尔公司、英国罗罗公司、韩国大宇公司、德国西门子公司、荷兰ＭＥＰ公司等一批跨国公司,0
均相继在陕西建立了合资或独资公司,1
目前,0
外商在陕西的投资区域已由关中平原辐射到陕南山区和陕北黄土高原,1
“三资”企业遍布全省十个地市,1
生产经营涉及电子、医药、食品、房地产和汽车制造等十多个行业,1
其中工业企业占三分之二,1
地处中国西北部的甘肃省去年经济发展势头看好,1
逐渐形成“高增长、低通胀”的发展格局,1
甘肃一九九七年全省国内生产总值达七百八十一点三亿元,1
同比增长百分之八点三；零售物价涨幅则从上年的百分之六点六下降到百分之一点八,1
居民消费价格涨幅由百分之十九点八下降到百分之三,1
甘肃省积极实施科技兴农战略,1
推广地膜覆盖、节水灌溉、集雨节灌等农业适用技术和增产措施,1
农业获得较好收成,1
全年粮食总产量达七十六点六亿公斤,1
全省全年有九十一点六万人解决了温饱问题,1
去年,0
甘肃省国有大中型企业效益开始回升,1
一至十月,0
净亏损比上年同期减少五千多万元,1
全年全省完成工业增加值二百八十七点一亿元,1
比上年增长百分之十点三,1
与此同时,0
固定资产投资力度加大,1
投资总额达二百六十亿元,1
同比增长百分之二十一,1
此外,0
甘肃对外开放发展态势良好,1
全年出口创汇完成四亿美元,1
进口二点五亿美元,1
全年实际利用外资达二点六亿美元,1
——有利香港经济长期繁荣稳定,1
内地经济长期稳定地增长,1
香港经济将从充满活力的内地经济中获益,1
——可以为香港提供更多的商业机会,1
随着内地贸易、金融、零售等服务业有步骤地对外开放,0
香港服务业将获得更广泛的发展空间,1
——有利巩固香港的贸易和航运中心,1
到二０一０年,0
内地的对外贸易总额可望达到八千亿美元,1
无疑会增加对香港转口和转运的需求,1
有利巩固香港的贸易和航运中心地位,1
——进一步推动香港金融市场的发展,1
随着国企改革的深入,0
将有更多的股份制企业到境外上市,1
香港将是国企境外上市的首选地点,1
这将扩大港股的规模、改善股市结构,1
推动香港债券市场的发展,1
香港也会出现更多的中国基金,1
这一切都将巩固和增强香港的国际金融中心地位,1
——有利增强香港产品的国际竞争力,1
通过内地和香港的经济互补关系,0
将两地优势结合起来,1
可增强港产品的国际竞争力,1
经过五年多的开发建设,0
海南洋浦经济开发区迎来工业建设高潮,1
五个工业启动项目有的竣工投产,1
有的即将动工兴建,1
洋浦经济开发区管理局局长王永春说,0
开发区招商工作取得突破性进展,1
开发区建设已由土地开发迈向工业项目建设的新阶段,1
日前,0
洋浦开发区工业启动项目之一的六十万吨木浆厂已获国务院批准兴建,1
这个全国最大规模的木浆厂将由新加坡亚洲浆纸业股份有限公司投资十二点八三亿美元兴建,1
年产漂白商品木浆六十万吨,1
首个工业启动项目－－金岛精米加工厂已于去年底竣工投产,1
这个由澳门远东（泰国）集团公司与海南省粮油集团公司等联合投资三千万美元兴建的精米加工厂,1
采用国外九十年代最先进的生产设备和工艺流程,1
年加工三十万吨糙米,1
加工后的精米百分之七十出口,1
开发区的其他三个启动项目高速线材厂、橡木地板厂、浮法玻璃厂也将动工投产,1
此外,0
开发区已确定和可能确定的工业项目还有二十多个,1
包括油汽化工、钢铁厂、还原铁等,1
总投资约七十亿美元,1
洋浦位于海南西部,1
是中国第一例由外商成片承包开发的工业开发区,1
享有目前国内最优惠、最开放的政策,1
过去五年间,0
土地开发商共投入四十亿港元用于电厂、区内主干道及地下管网、土地平整、邮电通讯等基础设施建设,1
据俄通社━塔斯社报道,0
切尔诺梅尔金说,0
与１９９６年相比,0
俄罗斯去年国内生产总值增长百分之一点二,1
工业生产增长百分之三点二,1
零售商品总额增长百分之三点九,1
年通货膨胀率为百分之十一,1
是１９９６年的一半,1
居民收入增长百分之二点五,1
切尔诺梅尔金同时指出,0
去年国内也存在不少问题,1
例如,0
税收情况不佳,1
投资计划没有完成,1
外贸顺差减少,1
政府采取的财政金融措施不得力等等,1
在谈到今年的工作时,0
切尔诺梅尔金说,0
正在起草新的结构改革和经济增长计划,1
准备提交在２月２６日举行的政府扩大会议讨论,1
根据这个计划,0
明年俄罗斯的国内生产总值应增长百分之二,1
通货膨胀率要降到百分之五至百分之八,1
记者近日驱车到广西防城港、钦州、北海、湛江等市采访,1
看到随着南昆铁路的开通运营,0
北部湾畔这四座港口城市,1
码头上货物装卸紧张繁忙,1
海岸边一批新码头加紧兴建,1
到处千帆竞发,1
一片生机,1
防城港、钦州、北海和湛江,0
被人们称为西南出海大通道的“龙头”,1
南昆铁路建设给沿海四市带来了前所未有的发展机遇,1
防城港市现已发展成为全国重要枢纽港之一,1
拥有生产性码头二十个,1
其中万吨级以上泊位十个,1
铁路和高速公路直达港口,1
一九九七年港口完成货物吞吐量六百五十万吨,1
比上年增加百分之二十八,1
其中西南各省市的进出口物资增长近一倍,1
湛江、钦州、北海等港,0
来自大西南的进出口物资也比上年增加五成以上,1
大通道建设搞活了大西南的物流、人流、信息流,1
促进了沿海港口城市经济的发展,1
为适应大西南进出口物资迅速增长的需要,1
北部湾沿海四市开始了新一轮建港热潮,1
最早建设、规模宏大的湛江港,0
现拥有生产性泊位三十一个,1
其中一至七万吨级深水泊位二十四个,1
年吞吐量达一千八百多万吨,1
在防城港,0
九号、十号万吨级码头不久前正式动工,1
紧接着更大的十一号、十二号泊位又开始筹建,1
北海现已建成四个万吨级码头,1
今后又将有四个万吨级泊位投入兴建,1
起步较晚的钦州港,0
积极引入市场机制推动港口开发,1
组织国内外大财团、大公司成立招商集团联合招商,1
推行业主制兴建码头,1
目前在港口开发区,0
十九个万吨级以上的业主码头和十四个业主仓储项目正在兴建或筹建,1
来自国内外的业主们经过考察论证,0
在开发区统一规划下自选项目,1
自带资金、货源,1
自主经营,0
自负盈亏,1
中国第一个以业主为投资主体的港口将在这里崛起,1
与此同时,0
沿海四市还积极兴办临港工业园,1
一批国内外客商特别是来自大西南的有识之士纷纷来此落户,1
创办大进大出的加工业,1
前景十分看好,1
出口快速增长,1
成为推动经济增长的重要力量,1
去年,0
中国对外贸易增长百分之十二点一,1
全年出口增长速度高达百分之二十点九,1
进口回升平缓,1
去年中国进口增长百分之二点五,1
为九十年代以来增长最缓慢的年份,1
一般贸易与加工贸易同步发展,1
加工贸易比重略有提高,1
去年,0
一般贸易进出口总值为一千一百七十亿美元,1
增长百分之十四点五；加工贸易持续稳定发展,1
去年进出口总值一千六百九十八点一亿美元,1
增长百分之十五点八,1
占全国外贸总值的百分之五十二点二,1
比上年提高一点六个百分点,1
国有企业与外商投资企业齐头并进,1
国有企业继续居于主导地位,1
去年国有企业全年进出口一千六百三十点六亿美元,1
增长百分之十二点七,1
占外贸总值的百分之五十点四,1
外商投资企业进出口亦保持快速增长势头,1
全年进出口一千五百二十六点二亿美元,1
增长百分之十一点三,1
占外贸总值的百分之四十六点九,1
在外商投资企业中,0
外商独资企业进出口增长尤为迅速,1
出口、进口增幅分别达百分之三十一点一和百分之十二点五,1
去年中国初级产品进口增长迅速,1
出口商品结构进一步优化,1
去年全年,0
初级产品进口二百八十六点二亿美元,1
增长百分之十二点五；初级产品出口二百三十九点三亿美元,1
增长百分之九点一,1
占外贸出口总值的比重由上年的百分之十四点五下降到百分之十三点一,1
出口市场多元化,1
香港在中国对外贸易中发挥更大作用,1
去年,0
中国与世界各主要国家和地区贸易往来十分活跃,1
贸易额都有不同程度的增加,1
十大贸易伙伴是：日本、香港、美国、欧盟、韩国、台湾、新加坡、俄罗斯、澳大利亚、印尼,1
与这十大伙伴的贸易总额为二千七百二十一点六亿美元,1
占中国外贸总值的百分之八十三点七,1
去年中国除对亚洲、欧洲及北美洲等传统市场的出口继续保持较大增长外,1
对拉美、非洲及大洋洲的出口增长更快,1
增长速度分别达百分之四十七点七、百分之二十四点九和百分之二十二点一,1
全国各地外贸出口蓬勃发展,1
非沿海地区亦有强劲增长,1
全年出口值前十位的省市是：广东、上海、江苏、山东、福建、浙江、北京、辽宁、天津、河北,1
十省市合计出口一千六百二十一点九亿美元,1
占全国的百分之八十八点八,1
五个经济特区全年共出口二百三十一点八亿美元,1
增长百分之三十一,1
福建省日前提出,0
今年将大力推进闽台经贸合作,1
进一步加大对台招商力度,1
加强与台湾大企业、大财团的联系,1
争取一批台资大项目来闽投资,1
并大力拓展对台贸易和发展对台渔工劳务合作,1
福建省有关部门日前制定了进一步加快发展对外经贸新措施,1
把深化外经贸企业改革、保持出口稳定增长、继续扩大利用外资等作为一九九八年该省外经贸工作的重要内容,1
福建是中国沿海地区对外经贸发展最为迅速的地区之一,1
去年该省外贸进出口总额近二百亿美元,1
实际利用外资超过四十亿美元,1
对外承包工程和劳务合作金额达三点五五亿美元,1
据悉,0
这些新措施的主要内容有以发展规模经营、组建企业集团为重点,1
推进省属外贸公司的战略性重组；加大支柱产业产品出口的力度；办好在香港举办的外商投资招商会和九八中国投资贸易洽谈会等,1
记者从天津港保税区获悉：一九九七年保税区全面超额完成各项经济指标,1
平均增幅达百分之七十以上,1
居中国保税区之首,1
据统计,0
去年天津港保税区完成协议投资总额八点五亿美元,1
同比增长百分之七十二；协议外资额七亿美元,1
同比增长百分之七十五；实现进出区货物总值四十亿美元,1
同比增长百分之八十三；进出口总额十亿美元,1
均创历史最高水平,1
天津港保税区投入运行五年来,0
已建成了中国第一货物分拨中心,1
具备了口岸关的功能,1
开通了天津港保税区经西安、兰州到新疆阿拉山口口岸的铁路专用线；建立了一批集仓储、运输、销售于一体的大型物流配给中心,1
开办了铁路和国际集装箱多式联运,1
月接卸集装箱能力达六千标准箱；形成了七千门程控电话的装机能力,1
供电能力达二点五万千伏、日供水能力一万吨,1
此外,1
保税区还对进区企业实施了一系列优惠政策：确立了不设台帐和建立手册管理制度；区内从事国际贸易、仓储加工的企业,0
其所需进口设备材料免税,1
国内贸易卖断保税区视同出口,1
海关预以退税等,1
随着天津港保税区投资环境的日臻完善,0
来此投资的外商日益增多,1
去年仅两千万元以上的大项目就有十三家,1
美国加德士、卡特彼勒、日本的伊藤忠、韩国大宇、香港新世界集团纷纷入区投资置业,1
在外资大批涌入的同时,0
去年还有二十家国有大中型企业入区落户,1
投资总额近二亿美元,1
据统计,0
五年来天津港保税区共吸引了来自世界七十三个国家和地区及国内二十五个省、市、自治区的三千多家企业投资,1
累计协议投资总额达三十多亿美元,1
协议外资总额达二十多亿美元,1
中国陆上石油工业在过去一年中取得重大成绩：全年发现十个亿吨级储量规模的油气区,1
东部油田原油递减速度明显放慢,1
西部油田原油增长速度不断加快,1
“稳定东部、发展西部”的战略格局已基本形成,1
这是今天召开的中国石油天然气总公司工作会议上传出的信息,1
会上周永康总经理传达了中共中央政治局委员、国务院副总理吴邦国日前听取总公司工作汇报时对中国陆上石油工业取得成绩的祝贺和对今后工作的要求,1
吴邦国指出,0
去年中国陆上石油工业取得了很大成绩,1
油气产量分别比上年增加一百八十一万吨和七点三亿立方米,1
还从国外获得份额油近百万吨,1
增长幅度是“七五”（一九八六至一九九０年）以来最大的；经济效益可观,1
上缴税费实现二百五十八亿元,1
实现利润一百亿元；科技进步取得了很大成绩,1
周永康在会议工作报告中指出,0
陆上石油勘探开发遇到一系列世界级难题,1
投资成本日益上升,1
企业改革和产业结构调整任务艰巨,1
在企业改革方面,0
要积极推进企业战略性改组,1
实施下岗分流、减员增效和再就业工程,1
全面推行资产经营责任制,1
进一步加大扭亏增盈力度,1
在科技攻关方面,0
要以西部塔里木盆地等新油气区为重点,1
打开勘探新局面,1
拿到更多的油气资源,1
同时,0
要以东部老油气区为重点,1
努力提高采收率,1
使油田开发水平再上新台阶,1
